compound,n_sources,raw_instability,ablated_instability
JCP2022_047415,5,0.9186086102735983,0.9111434946146367
JCP2022_047418,5,0.6226093229567673,0.6240390027152306
JCP2022_047420,5,1.0121907875889071,1.0091640395522743
JCP2022_047440,5,1.021143164377176,1.0244451500840361
JCP2022_047444,5,0.9921045707083482,0.9928282514804414
JCP2022_047445,5,1.0391941289508169,1.045010919173156
JCP2022_047446,5,0.8480360936389124,0.840870978220982
JCP2022_047447,5,0.8907657637259268,0.8971272115919182
JCP2022_047455,5,1.042584059006288,1.0574458809620042
JCP2022_047463,5,0.8997331635515403,0.8915280393398936
JCP2022_047464,5,0.9414804419485894,0.9416227587729255
JCP2022_047467,5,0.9736879653284622,0.9851952844489439
JCP2022_047474,5,1.0509024951501047,1.0553049654291438
JCP2022_047482,5,0.8626352813521889,0.869984781184644
JCP2022_047485,5,1.0050386074806346,1.002058520798564
JCP2022_047486,5,0.9139687580589464,0.9250821359253488
JCP2022_047489,5,0.6590376395368664,0.6554655429150648
JCP2022_047492,5,0.9540278839293035,0.9609704164787186
JCP2022_047493,5,0.8301509437432687,0.8249888895226734
JCP2022_047494,5,0.7440563104489373,0.7335147400666363
JCP2022_047496,5,0.9112122076503553,0.9063537849420353
JCP2022_047502,5,0.8606439683018574,0.8485511157724861
JCP2022_047513,5,0.7876411114712437,0.7767469790827406
JCP2022_047514,5,0.9790059986445458,0.977312696275748
JCP2022_047515,5,1.062679891189545,1.0658219050532087
JCP2022_047527,5,1.0236096748196397,1.0157350837077928
JCP2022_047546,5,0.9619196212097738,0.9686106147606952
JCP2022_047547,5,1.0155353895081631,1.0138169364965075
JCP2022_047551,5,1.0593475168510722,1.0659435368275345
JCP2022_047552,5,0.5316764537817333,0.5212972223862218
JCP2022_047564,5,0.8589535955031862,0.8653806255338142
JCP2022_047565,5,1.011734495909095,1.0164382397593636
JCP2022_047574,5,0.9818884987323344,0.9842988343165481
JCP2022_047581,5,1.066768023872781,1.0717649679947405
JCP2022_047583,5,0.8306291741540617,0.8301731552436922
JCP2022_047585,5,0.97386104584055,0.9710616559248515
JCP2022_047591,5,0.9460377802136973,0.9490830733018868
JCP2022_047595,5,0.9433890615544629,0.946502063852063
JCP2022_047598,5,0.8313226975877841,0.830325293429167
JCP2022_047603,5,0.895345882209777,0.9061411479746927
JCP2022_047605,5,0.6927608881143733,0.6870620589179464
JCP2022_047607,5,0.9588503777413067,0.9629774292437344
JCP2022_047619,5,0.9359947540644393,0.9346202574950271
JCP2022_047620,5,0.7588222670434155,0.7599606550281341
JCP2022_047623,6,0.9575752147290292,0.956090780457708
JCP2022_047626,5,0.9301364594001659,0.9303343791986013
JCP2022_047636,5,0.9535816330618376,0.9599783921529942
JCP2022_047637,5,0.9053344131315589,0.896134560505618
JCP2022_047639,5,1.0519108528309231,1.0591080179353118
JCP2022_047640,5,0.9425372342783629,0.9388497881325639
JCP2022_047643,5,0.8024478067239004,0.7968199774417921
JCP2022_047651,5,0.8917786084688443,0.8874461435933941
JCP2022_047661,5,0.799925148994325,0.7984182525355521
JCP2022_047663,7,1.0417476647900366,1.0476600819544002
JCP2022_047666,5,0.8672379887722793,0.8630149901189476
JCP2022_047668,5,0.7227312509562285,0.7122568674754547
JCP2022_047669,5,0.8913188724135879,0.8987751795134814
JCP2022_047673,6,0.9499277130739738,0.9541368847620798
JCP2022_047675,5,1.0373770433437484,1.040648084784174
JCP2022_047676,5,1.0451959889624396,1.0426897097436676
JCP2022_047683,5,0.24669184707764524,0.23491541300010677
JCP2022_047685,5,0.9863306619562768,0.977699739952786
JCP2022_047690,5,0.9216444858273682,0.9136222823538357
JCP2022_047692,5,0.9859406949941983,0.9945613974689127
JCP2022_047706,5,0.80850261413512,0.8106184075478008
JCP2022_047707,5,1.024611859399035,1.0260012511041838
JCP2022_047710,5,1.0141875944538983,1.00625161584765
JCP2022_047714,5,1.0161127073513945,1.0190202306728608
JCP2022_047718,5,1.073524248783045,1.0666469668481098
JCP2022_047729,5,0.9973019175395632,1.008281294678703
JCP2022_047731,5,1.0305109606742606,1.0326171052028217
JCP2022_047736,5,1.0408901321372388,1.0439713230613112
JCP2022_047738,5,0.8911110682917638,0.8853051163919707
JCP2022_047747,5,0.9774223189428708,0.9746766501160158
JCP2022_047751,5,0.9493641045142117,0.962035113911973
JCP2022_047756,5,0.9418959719091278,0.9355057758755936
JCP2022_047757,5,0.9255082280337796,0.9278564603445391
JCP2022_047758,5,1.084883175566247,1.095022001575528
JCP2022_047762,5,1.0589296567007767,1.0691474796639204
JCP2022_047766,5,1.0997132835865129,1.1050244997675867
JCP2022_047767,5,0.7262018602261294,0.7173007893465526
JCP2022_047774,5,0.9648232769245073,0.9583213648079736
JCP2022_047775,5,1.0251021149474144,1.0253281539637773
JCP2022_047776,5,1.0713309107662785,1.0737540326920638
JCP2022_047780,5,1.080570645441811,1.0833031027880529
JCP2022_047783,5,0.9138948108275303,0.9095025552430219
JCP2022_047784,5,0.28446993326165626,0.27845476940384406
JCP2022_047785,5,0.9672023493131334,0.962376658718343
JCP2022_047787,5,0.8985547036872228,0.9042066120965372
JCP2022_047795,5,0.9402149446078919,0.9264289300810871
JCP2022_047800,6,0.8199999935180768,0.816478071365356
JCP2022_047801,5,0.7382977130079592,0.7315288533135667
JCP2022_047803,5,0.776955110365522,0.7777706357492993
JCP2022_047805,5,1.0495187225600129,1.0636584049983187
JCP2022_047808,5,1.0303183626500017,1.0410588371272385
JCP2022_047812,5,0.734427187867713,0.7144189954718392
JCP2022_047821,5,1.0118568990145567,1.0162898597728571
JCP2022_047828,5,0.9110570055234856,0.9124797585670164
JCP2022_047829,5,0.8673080513561092,0.8698208620490571
JCP2022_047832,5,1.0381787285764994,1.0406986054681522
JCP2022_047835,8,0.5785586582652809,0.5778639041424254
JCP2022_047843,5,0.8003133637237905,0.8098926097766721
JCP2022_047850,5,0.7805620558156494,0.7868363976769702
JCP2022_047851,5,0.9404519488602597,0.9393686622841422
JCP2022_047854,5,0.9585712636979767,0.9575632003621474
JCP2022_047857,6,0.7542964000080916,0.750225001992173
JCP2022_047866,5,1.0324489579452236,1.0323645682192244
JCP2022_047868,5,0.7614697334795412,0.7500767978292794
JCP2022_047870,5,1.0251370697075053,1.0272149608063184
JCP2022_047871,5,0.8731226180978426,0.8777944015786308
JCP2022_047875,5,0.9829005553570397,0.9837423241951571
JCP2022_047880,5,1.0092419330955027,1.0012144893292316
JCP2022_047883,5,0.7924737544713237,0.7755468519086806
JCP2022_047884,5,0.8642222294581922,0.8499931288811267
JCP2022_047901,5,0.7101049616552954,0.7109603740867929
